ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/10 16:43:28"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2630, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 CV"	"B532 CV"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"F532 Total Intensity"	"SNR 532"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"
19	2	6	"Lg fr. 28 0.1然"	"108"	12280	38930	60	137	3	14	2963	148	46	134	149	134	64	19	3	31	42	0	0.000	0.000	0.000	0.000	0.000	0.000	4749	-0.016	0.000	32	176	100	-50	0	0	3	14	Error
19	3	6	"Lg fr. 28 0.1然"	"108"	12540	38920	100	131	0	8	2964	139	32	131	150	131	74	8	0	23	49	0	0.000	0.000	0.000	0.000	0.000	0.000	11104	-0.149	0.000	80	560	100	-50	0	0	0	8	Error
19	4	6	"Lg fr. 32 0.1然"	"124"	12800	38920	40	132	2	31	2965	161	62	130	152	130	80	17	0	38	52	0	0.000	0.000	0.000	0.000	0.000	0.000	1929	0.112	0.000	12	53	100	-50	0	0	2	31	Error
19	5	6	"Lg fr. 32 0.1然"	"124"	12970	38920	70	151	20	61	2966	192	125	131	172	131	194	6	3	65	112	0	0.000	0.000	0.000	0.000	0.000	0.000	6128	0.103	0.000	32	218	100	-50	0	0	20	61	Error
19	6	6	"Lg fr. 32 0.1然"	"124"	13240	38860	40	563	433	3463	2967	3593	7360	130	143	130	41	83	75	204	28	0	0.000	0.000	0.000	0.000	0.000	0.000	43120	84.146	0.000	12	47	100	-50	0	0	433	3463	Error
19	7	6	"Blank 6"	"140"	13440	38930	60	154	18	85	2968	221	182	136	156	136	73	25	22	82	46	0	0.000	0.000	0.000	0.000	0.000	0.000	7060	0.890	0.000	32	176	100	-50	0	0	18	85	Error
19	8	6	"Blank 6"	"140"	13620	38860	60	175	29	48	2969	194	81	146	165	146	108	25	3	41	65	0	0.000	0.000	0.000	0.000	0.000	0.000	6217	0.269	0.000	32	128	100	-50	0	0	29	48	Error
19	9	6	"Blank 6"	"140"	13820	38870	50	174	22	45	2970	197	105	152	170	152	79	17	8	53	46	0	0.000	0.000	0.000	0.000	0.000	0.000	2360	0.342	0.000	12	72	100	-50	0	0	22	45	Error
19	1	7	"Ng fr.43 0.9然"	"123"	12080	39200	100	123	1	18	2971	140	59	122	177	122	569	0	0	42	321	0	0.000	0.000	0.000	0.000	0.000	0.000	11208	-0.065	0.000	80	560	100	-50	0	0	1	18	Error
19	2	7	"Ng fr.43 0.9然"	"123"	12310	39200	50	155	31	105	2972	229	169	124	136	124	42	42	42	73	30	0	0.000	0.000	0.000	0.000	0.000	0.000	2751	2.214	0.000	12	104	100	-50	0	0	31	105	Error
19	3	7	"Ng fr.43 0.9然"	"123"	12560	39170	40	151	31	34	2973	154	37	120	124	120	25	50	42	24	20	0	0.000	0.000	0.000	0.000	0.000	0.000	1851	1.200	0.000	12	68	100	-50	0	0	31	34	Error
19	4	7	"Lg fr. 19 0.1然"	"139"	12800	39180	50	170	54	89	2974	205	91	116	131	116	71	42	25	44	54	0	0.000	0.000	0.000	0.000	0.000	0.000	2461	1.042	0.000	12	104	100	-50	0	0	54	89	Error
19	5	7	"Lg fr. 19 0.1然"	"139"	13000	39160	100	128	3	6	2975	131	33	125	188	125	628	0	0	25	334	0	0.000	0.000	0.000	0.000	0.000	0.000	10468	-0.091	0.000	80	560	100	-50	0	0	3	6	Error
19	6	7	"Lg fr. 19 0.1然"	"139"	13200	39150	50	163	35	260	2976	388	544	128	143	128	69	42	25	140	48	0	0.000	0.000	0.000	0.000	0.000	0.000	4651	3.551	0.000	12	104	100	-50	0	0	35	260	Error
19	7	7	"Lg fr. 24 0.5然"	"155"	13450	39150	100	129	-7	-2	2977	134	34	136	156	136	86	3	0	25	55	0	0.000	0.000	0.000	0.000	0.000	0.000	10709	-0.256	0.000	80	560	100	-50	0	0	-7	-2	Error
19	8	7	"Lg fr. 24 0.5然"	"155"	13680	39140	100	142	5	730	2978	867	3820	137	157	137	88	13	8	440	56	0	0.000	0.000	0.000	0.000	0.000	0.000	69388	8.068	0.000	80	560	100	-50	0	0	5	730	Error
19	9	7	"Lg fr. 24 0.5然"	"155"	13900	39130	100	134	-4	7	2979	145	40	138	161	138	134	3	0	27	83	0	0.000	0.000	0.000	0.000	0.000	0.000	11616	-0.119	0.000	80	560	100	-50	0	0	-4	7	Error
19	1	8	"Ng fr.31 1.8然"	"138"	12180	39480	100	113	-10	0	2980	123	38	123	140	123	75	5	0	30	53	0	0.000	0.000	0.000	0.000	0.000	0.000	9863	-0.227	0.000	80	560	100	-50	0	0	-10	0	Error
19	2	8	"Ng fr.31 1.8然"	"138"	12410	39480	100	156	34	45	2981	167	54	122	134	122	58	33	8	32	43	0	0.000	0.000	0.000	0.000	0.000	0.000	13375	0.569	0.000	80	560	100	-50	0	0	34	45	Error
19	3	8	"Ng fr.31 1.8然"	"138"	12620	39520	50	205	77	75	2982	203	73	128	146	128	62	58	25	35	42	0	0.000	0.000	0.000	0.000	0.000	0.000	2434	0.919	0.000	12	104	100	-50	0	0	77	75	Error
19	4	8	"Ng fr.35 1.2然"	"154"	12760	39510	70	133	10	36	2983	159	86	123	137	123	50	22	13	54	36	0	0.000	0.000	0.000	0.000	0.000	0.000	5095	0.440	0.000	32	236	100	-50	0	0	10	36	Error
19	5	8	"Ng fr.35 1.2然"	"154"	13000	39460	50	119	-13	7	2984	139	50	132	147	132	65	25	0	35	44	0	0.000	0.000	0.000	0.000	0.000	0.000	1664	-0.123	0.000	12	104	100	-50	0	0	-13	7	Error
19	6	8	"Ng fr.35 1.2然"	"154"	13230	39440	100	136	4	15	2985	147	50	132	294	132	1801	0	0	34	612	0	0.000	0.000	0.000	0.000	0.000	0.000	11777	-0.082	0.000	80	560	100	-50	0	0	4	15	Error
19	7	8	"Ng fr.39 0.8然"	"107"	13470	39430	100	150	14	61	2986	197	165	136	151	136	65	21	10	83	43	0	0.000	0.000	0.000	0.000	0.000	0.000	15739	0.708	0.000	80	560	100	-50	0	0	14	61	Error
19	8	8	"Ng fr.39 0.8然"	"107"	13700	39410	50	217	76	62	2987	203	62	141	154	141	53	58	25	30	34	0	0.000	0.000	0.000	0.000	0.000	0.000	2434	0.925	0.000	12	104	100	-50	0	0	76	62	Error
19	9	8	"Ng fr.39 0.8然"	"107"	13880	39410	70	168	29	76	2988	215	137	139	152	139	48	38	22	63	31	0	0.000	0.000	0.000	0.000	0.000	0.000	6895	1.313	0.000	32	236	100	-50	0	0	29	76	Error
19	1	9	"Ng fr.19 3.8然"	"153"	12140	39680	50	140	28	68	2989	180	127	112	123	112	49	42	17	70	39	0	0.000	0.000	0.000	0.000	0.000	0.000	2162	1.163	0.000	12	104	100	-50	0	0	28	68	Error
19	2	9	"Ng fr.19 3.8然"	"153"	12320	39690	90	122	5	28	2990	145	61	117	129	117	54	23	12	42	41	0	0.000	0.000	0.000	0.000	0.000	0.000	7558	0.296	0.000	52	420	100	-50	0	0	5	28	Error
19	3	9	"Ng fr.19 3.8然"	"153"	12570	39750	40	161	38	57	2991	180	77	123	156	123	114	25	0	42	73	0	0.000	0.000	0.000	0.000	0.000	0.000	2160	0.211	0.000	12	68	100	-50	0	0	38	57	Error
19	4	9	"Ng fr.23 8然"	"106"	12800	39680	100	110	-6	2	2992	118	32	116	131	116	57	6	0	27	43	0	0.000	0.000	0.000	0.000	0.000	0.000	9465	-0.228	0.000	80	545	100	-50	0	0	-6	2	Error
19	5	9	"Ng fr.23 8然"	"106"	13030	39680	100	119	-5	8	2993	132	76	124	138	124	57	5	3	57	41	0	0.000	0.000	0.000	0.000	0.000	0.000	10536	-0.105	0.000	80	558	100	-50	0	0	-5	8	Error
19	6	9	"Ng fr.23 8然"	"106"	13280	39700	40	157	35	65	2994	187	87	122	141	122	92	25	8	46	65	0	0.000	0.000	0.000	0.000	0.000	0.000	2240	0.500	0.000	12	68	100	-50	0	0	35	65	Error
19	7	9	"Ng fr.27 1.7然"	"122"	13460	39660	40	210	89	230	2995	351	390	121	125	121	28	58	58	111	22	0	0.000	0.000	0.000	0.000	0.000	0.000	4207	8.071	0.000	12	68	100	-50	0	0	89	230	Error
19	8	9	"Ng fr.27 1.7然"	"122"	13750	39640	70	136	5	117	2996	248	275	131	142	131	51	34	28	110	35	0	0.000	0.000	0.000	0.000	0.000	0.000	7937	2.078	0.000	32	236	100	-50	0	0	5	117	Error
19	9	9	"Ng fr.27 1.7然"	"122"	14010	39590	80	130	0	20	2997	150	66	130	149	130	76	13	4	44	51	0	0.000	0.000	0.000	0.000	0.000	0.000	7787	0.013	0.000	52	340	100	-50	0	0	0	20	Error
19	1	10	"Ng fr.11 1然"	"105"	12090	39930	50	146	38	83	2998	191	132	108	116	108	30	50	42	69	25	0	0.000	0.000	0.000	0.000	0.000	0.000	2286	2.500	0.000	12	104	100	-50	0	0	38	83	Error
19	2	10	"Ng fr.11 1然"	"105"	12340	39920	100	109	2	6	2999	113	23	107	323	107	2038	0	0	20	630	0	0.000	0.000	0.000	0.000	0.000	0.000	9068	-0.103	0.000	80	560	100	-50	0	0	2	6	Error
19	3	10	"Ng fr.11 1然"	"105"	12590	39910	40	126	16	58	3000	168	116	110	114	110	28	50	17	69	24	0	0.000	0.000	0.000	0.000	0.000	0.000	2019	1.929	0.000	12	68	100	-50	0	0	16	58	Error
19	4	10	"Ng fr.13 10然"	"121"	12830	39900	60	122	7	18	3001	133	42	115	121	115	35	22	6	31	28	0	0.000	0.000	0.000	0.000	0.000	0.000	4244	0.343	0.000	32	176	100	-50	0	0	7	18	Error
19	5	10	"Ng fr.13 10然"	"121"	13080	39890	100	116	-3	13	3002	132	66	119	135	119	62	6	5	50	45	0	0.000	0.000	0.000	0.000	0.000	0.000	10545	-0.048	0.000	80	558	100	-50	0	0	-3	13	Error
19	6	10	"Ng fr.13 10然"	"121"	13330	39880	110	127	7	36	3003	156	97	120	138	120	72	16	9	62	52	0	0.000	0.000	0.000	0.000	0.000	0.000	12514	0.250	0.000	80	650	100	-50	0	0	7	36	Error
19	7	10	"Ng fr.15 8.1然"	"137"	13560	39890	40	170	45	55	3004	180	63	125	130	125	34	67	33	35	26	0	0.000	0.000	0.000	0.000	0.000	0.000	2155	1.471	0.000	12	68	100	-50	0	0	45	55	Error
19	8	10	"Ng fr.15 8.1然"	"137"	13740	39880	60	128	-2	18	3005	148	52	130	141	130	56	16	9	35	39	0	0.000	0.000	0.000	0.000	0.000	0.000	4723	0.125	0.000	32	176	100	-50	0	0	-2	18	Error
19	9	10	"Ng fr.15 8.1然"	"137"	13910	39850	40	169	24	27	3006	172	62	145	159	145	51	25	8	36	32	0	0.000	0.000	0.000	0.000	0.000	0.000	2067	0.255	0.000	12	68	100	-50	0	0	24	27	Error
19	1	11	"Lg 26-9"	"87"	12070	40250	50	8260	8206	8361	3007	8415	3593	54	58	54	22	100	100	42	37	0	0.000	0.000	0.000	0.000	0.000	0.000	100984	379.864	0.000	12	104	100	0	0	0	8206	8361	Error
19	2	11	"Lg 26-9"	"87"	12310	40250	50	5426	5378	6730	3008	6778	3283	48	53	48	18	100	100	48	33	0	0.000	0.000	0.000	0.000	0.000	0.000	81335	373.611	0.000	12	104	100	0	0	0	5378	6730	Error
19	3	11	"Lg 26-9"	"87"	12550	40240	50	11652	11604	11788	3009	11836	3398	48	52	48	17	100	100	28	32	0	0.000	0.000	0.000	0.000	0.000	0.000	142031	693.176	0.000	12	104	100	0	0	0	11604	11788	Error
19	4	11	"Print buffer"	"91"	12820	40230	50	9017	8971	8564	3010	8610	1094	46	52	46	21	100	100	12	40	0	0.000	0.000	0.000	0.000	0.000	0.000	103325	407.524	0.000	12	104	100	0	0	0	8971	8564	Error
19	5	11	"Print buffer"	"91"	13050	40240	50	19712	19662	21332	3011	21382	4892	50	54	50	21	100	100	22	38	0	0.000	0.000	0.000	0.000	0.000	0.000	256584	1015.619	0.000	12	104	100	0	0	0	19662	21332	Error
19	6	11	"Print buffer"	"91"	13300	40240	50	12120	12068	11062	3012	11114	2740	52	55	52	16	100	100	24	29	0	0.000	0.000	0.000	0.000	0.000	0.000	133367	691.188	0.000	12	104	100	0	0	0	12068	11062	Error
19	7	11	"Print buffer"	"95"	13540	40240	40	208	156	157	3013	209	25	52	57	52	25	100	100	11	43	0	0.000	0.000	0.000	0.000	0.000	0.000	2506	6.080	0.000	12	68	100	0	0	0	156	157	Error
19	8	11	"Print buffer"	"95"	13800	40240	40	287	230	228	3014	285	28	57	71	57	41	100	100	9	57	0	0.000	0.000	0.000	0.000	0.000	0.000	3421	5.220	0.000	12	68	100	0	0	0	230	228	Error
19	9	11	"Print buffer"	"95"	14040	40220	40	183	127	135	3015	191	30	56	74	56	49	100	92	15	66	0	0.000	0.000	0.000	0.000	0.000	0.000	2290	2.388	0.000	12	68	100	0	0	0	127	135	Error
19	1	12	"Lg 18-8 1 然"	"75"	12090	40470	30	16100	16050	16039	3016	16089	11251	50	1114	50	2300	75	75	69	206	0	0.000	0.000	0.000	0.000	0.000	0.000	64354	6.511	0.000	4	20	100	0	0	0	16050	16039	Error
19	2	12	"Lg 18-8 1 然"	"75"	12310	40500	30	34570	34511	30411	3017	30470	22212	59	658	59	1138	100	75	72	172	0	0.000	0.000	0.000	0.000	0.000	0.000	121879	26.197	0.000	4	20	100	0	0	0	34511	30411	Error
19	3	12	"Lg 18-8 1 然"	"75"	12590	40510	30	31217	31165	26545	3018	26597	19111	52	447	52	781	100	100	71	174	0	0.000	0.000	0.000	0.000	0.000	0.000	106387	33.483	0.000	4	20	100	0	0	0	31165	26545	Error
19	4	12	"Lg 20-9 1 然"	"79"	12820	40480	60	10640	10578	14597	3019	14659	13864	62	67	62	39	100	100	94	58	0	0.000	0.000	0.000	0.000	0.000	0.000	469082	374.154	0.000	32	176	100	0	0	0	10578	14597	Error
19	5	12	"Lg 20-9 1 然"	"79"	13070	40480	60	32823	32761	34227	3020	34289	19157	62	63	62	17	100	100	55	26	0	0.000	0.000	0.000	0.000	0.000	0.000	1097258	2013.294	0.000	32	176	100	0	0	0	32761	34227	Error
19	6	12	"Lg 20-9 1 然"	"79"	13320	40490	50	3532	3482	4435	3021	4485	2632	50	54	50	17	100	100	58	31	0	0.000	0.000	0.000	0.000	0.000	0.000	53823	260.647	0.000	12	104	100	0	0	0	3482	4435	Error
19	7	12	"Lg 23-11 3 然"	"83"	13550	40490	60	39000	38932	37294	3022	37362	26345	68	70	68	26	100	100	70	37	0	0.000	0.000	0.000	0.000	0.000	0.000	1195586	1434.308	0.000	32	176	100	0	0	0	38932	37294	Error
19	8	12	"Lg 23-11 3 然"	"83"	13800	40470	60	56478	56407	43666	3023	43737	24851	71	73	71	27	100	100	56	36	0	0.000	0.000	0.000	0.000	0.000	0.000	1399568	1617.185	0.000	32	176	100	0	0	0	56407	43666	Error
19	9	12	"Lg 23-11 3 然"	"83"	14050	40480	60	44683	44608	37464	3024	37539	27155	75	80	75	29	94	94	72	36	0	0.000	0.000	0.000	0.000	0.000	0.000	1201246	1291.690	0.000	32	176	100	0	0	0	44608	37464	Error
19	1	13	"Ng 21-8 10 然"	"63"	12140	40770	60	43870	43809	39240	3025	39301	25839	61	64	61	21	100	100	65	32	0	0.000	0.000	0.000	0.000	0.000	0.000	1257618	1868.429	0.000	32	176	100	0	0	0	43809	39240	Error
19	2	13	"Ng 21-8 10 然"	"63"	12380	40760	60	36741	36682	37517	3026	37576	24923	59	59	59	17	100	100	66	28	0	0.000	0.000	0.000	0.000	0.000	0.000	1202445	2206.882	0.000	32	176	100	0	0	0	36682	37517	Error
19	3	13	"Ng 21-8 10 然"	"63"	12630	40760	60	46322	46263	40718	3027	40777	24584	59	60	59	20	100	100	60	33	0	0.000	0.000	0.000	0.000	0.000	0.000	1304877	2035.850	0.000	32	176	100	0	0	0	46263	40718	Error
19	4	13	"Lg 15-17 1 然"	"67"	12880	40760	60	3285	3227	3759	3028	3817	2905	58	59	58	17	100	100	76	28	0	0.000	0.000	0.000	0.000	0.000	0.000	122141	221.059	0.000	32	176	100	0	0	0	3227	3759	Error
19	5	13	"Lg 15-17 1 然"	"67"	13110	40750	60	2324	2262	2768	3029	2830	2004	62	62	62	16	100	100	70	25	0	0.000	0.000	0.000	0.000	0.000	0.000	90560	173.000	0.000	32	176	100	0	0	0	2262	2768	Error
19	6	13	"Lg 15-17 1 然"	"67"	13350	40750	60	2344	2275	3361	3030	3430	3020	69	73	69	32	100	100	88	43	0	0.000	0.000	0.000	0.000	0.000	0.000	109767	104.906	0.000	32	176	100	0	0	0	2275	3361	Error
19	7	13	"Lg 17-15 1 然"	"71"	13560	40670	30	2597	2540	3850	3031	3907	2980	57	736	57	1312	100	50	76	178	0	0.000	0.000	0.000	0.000	0.000	0.000	15629	2.417	0.000	4	20	100	0	0	0	2540	3850	Error
19	8	13	"Lg 17-15 1 然"	"71"	13800	40690	50	27765	27714	25298	3032	25349	9622	51	233	51	891	100	100	37	382	0	0.000	0.000	0.000	0.000	0.000	0.000	304190	28.189	0.000	12	104	100	0	0	0	27714	25298	Error
19	9	13	"Lg 17-15 1 然"	"71"	14050	40700	50	13820	13768	13762	3033	13814	3617	52	670	52	3183	100	100	26	475	0	0.000	0.000	0.000	0.000	0.000	0.000	165769	4.129	0.000	12	104	100	0	0	0	13768	13762	Error
19	1	14	"Ng 18-11 1 然"	"51"	12140	40990	60	20360	20306	19813	3034	19867	12927	54	58	54	21	100	100	65	36	0	0.000	0.000	0.000	0.000	0.000	0.000	635745	943.286	0.000	32	176	100	0	0	0	20306	19813	Error
19	2	14	"Ng 18-11 1 然"	"51"	12380	40980	60	12304	12251	15974	3035	16027	12181	53	64	53	85	100	100	76	132	0	0.000	0.000	0.000	0.000	0.000	0.000	512870	187.800	0.000	32	176	100	0	0	0	12251	15974	Error
19	3	14	"Ng 18-11 1 然"	"51"	12630	40980	60	15348	15291	16459	3036	16516	11036	57	58	57	18	100	100	66	31	0	0.000	0.000	0.000	0.000	0.000	0.000	528499	914.333	0.000	32	176	100	0	0	0	15291	16459	Error
19	4	14	"Ng 19-11 3 然"	"55"	12880	40970	60	39820	39762	38888	3037	38946	19268	58	78	58	160	100	100	49	205	0	0.000	0.000	0.000	0.000	0.000	0.000	1246268	242.925	0.000	32	176	100	0	0	0	39762	38888	Error
19	5	14	"Ng 19-11 3 然"	"55"	13130	40970	60	42483	42428	34877	3038	34932	24743	55	57	55	17	100	100	70	29	0	0.000	0.000	0.000	0.000	0.000	0.000	1117827	2051.471	0.000	32	176	100	0	0	0	42428	34877	Error
19	6	14	"Ng 19-11 3 然"	"55"	13370	40960	60	46357	46294	40158	3039	40221	20947	63	63	63	21	100	100	52	33	0	0.000	0.000	0.000	0.000	0.000	0.000	1287076	1912.286	0.000	32	176	100	0	0	0	46294	40158	Error
19	7	14	"Ng 20-7 1 然"	"59"	13610	40960	50	506	454	488	3040	540	211	52	57	52	24	100	100	39	42	0	0.000	0.000	0.000	0.000	0.000	0.000	6484	20.125	0.000	12	104	100	0	0	0	454	488	Error
19	8	14	"Ng 20-7 1 然"	"59"	13860	40960	50	532	479	521	3041	574	210	53	61	53	32	100	100	36	52	0	0.000	0.000	0.000	0.000	0.000	0.000	6888	16.031	0.000	12	104	100	0	0	0	479	521	Error
19	9	14	"Ng 20-7 1 然"	"59"	14100	40950	50	373	314	403	3042	462	228	59	66	59	48	100	100	49	72	0	0.000	0.000	0.000	0.000	0.000	0.000	5544	8.250	0.000	12	104	100	0	0	0	314	403	Error
19	1	15	"Ng 15-14/15 1 然"	"39"	12130	41240	60	16278	16216	14930	3043	14992	6419	62	64	62	23	100	100	42	35	0	0.000	0.000	0.000	0.000	0.000	0.000	479731	649.043	0.000	32	176	100	0	0	0	16216	14930	Error
19	2	15	"Ng 15-14/15 1 然"	"39"	12360	41230	60	15944	15887	13991	3044	14048	7128	57	66	57	61	100	100	50	92	0	0.000	0.000	0.000	0.000	0.000	0.000	449542	229.213	0.000	32	176	100	0	0	0	15887	13991	Error
19	3	15	"Ng 15-14/15 1 然"	"39"	12620	41230	60	14615	14558	14136	3045	14193	6655	57	58	57	18	100	100	46	31	0	0.000	0.000	0.000	0.000	0.000	0.000	454164	785.278	0.000	32	176	100	0	0	0	14558	14136	Error
19	4	15	"Ng 17-7 3 然"	"43"	12880	41220	60	12896	12837	11021	3046	11080	6150	59	69	59	59	100	100	55	85	0	0.000	0.000	0.000	0.000	0.000	0.000	354572	186.627	0.000	32	176	100	0	0	0	12837	11021	Error
19	5	15	"Ng 17-7 3 然"	"43"	13110	41220	60	13618	13558	11744	3047	11804	5451	60	61	60	20	100	100	46	32	0	0.000	0.000	0.000	0.000	0.000	0.000	377716	587.150	0.000	32	176	100	0	0	0	13558	11744	Error
19	6	15	"Ng 17-7 3 然"	"43"	13370	41220	60	11563	11503	9991	3048	10051	6220	60	67	60	42	100	100	61	62	0	0.000	0.000	0.000	0.000	0.000	0.000	321642	237.714	0.000	32	176	100	0	0	0	11503	9991	Error
19	7	15	"Ng 17-9 3 然"	"47"	13620	41240	60	20015	19956	18926	3049	18985	10345	59	63	59	35	100	100	54	55	0	0.000	0.000	0.000	0.000	0.000	0.000	607507	540.629	0.000	32	176	100	0	0	0	19956	18926	Error
19	8	15	"Ng 17-9 3 然"	"47"	13860	41230	60	18558	18496	17931	3050	17993	10464	62	64	62	18	100	100	58	28	0	0.000	0.000	0.000	0.000	0.000	0.000	575780	996.056	0.000	32	176	100	0	0	0	18496	17931	Error
19	9	15	"Ng 17-9 3 然"	"47"	14110	41240	60	11363	11295	12308	3051	12376	7902	68	73	68	46	100	100	63	63	0	0.000	0.000	0.000	0.000	0.000	0.000	396043	267.457	0.000	32	176	100	0	0	0	11295	12308	Error
19	1	16	"Ng 14-8 1 然"	"27"	12140	41460	60	590	524	490	3052	556	226	66	79	66	85	94	88	40	107	0	0.000	0.000	0.000	0.000	0.000	0.000	17800	5.612	0.000	32	176	100	0	0	0	524	490	Error
19	2	16	"Ng 14-8 1 然"	"27"	12380	41470	60	571	506	522	3053	587	202	65	66	65	21	100	100	34	31	0	0.000	0.000	0.000	0.000	0.000	0.000	18787	24.810	0.000	32	176	100	0	0	0	506	522	Error
19	3	16	"Ng 14-8 1 然"	"27"	12630	41470	60	477	416	435	3054	496	178	61	64	61	24	100	100	35	37	0	0.000	0.000	0.000	0.000	0.000	0.000	15861	18.000	0.000	32	176	100	0	0	0	416	435	Error
19	4	16	"Ng 14-9 1 然"	"31"	12880	41460	50	402	357	358	3055	403	34	45	51	45	18	100	100	8	35	0	0.000	0.000	0.000	0.000	0.000	0.000	4840	19.556	0.000	12	104	100	0	0	0	357	358	Error
19	5	16	"Ng 14-9 1 然"	"31"	13110	41460	60	366	300	258	3056	324	105	66	68	66	25	100	97	32	36	0	0.000	0.000	0.000	0.000	0.000	0.000	10357	10.240	0.000	32	176	100	0	0	0	300	258	Error
19	6	16	"Ng 14-9 1 然"	"31"	13370	41460	60	371	307	272	3057	336	165	64	66	64	20	94	94	49	30	0	0.000	0.000	0.000	0.000	0.000	0.000	10763	13.500	0.000	32	176	100	0	0	0	307	272	Error
19	7	16	"Ng 14-12 1 然"	"35"	13610	41450	70	35439	35373	28253	3058	28319	13900	66	66	66	20	100	100	49	30	0	0.000	0.000	0.000	0.000	0.000	0.000	906206	1412.650	0.000	32	236	100	0	0	0	35373	28253	Error
19	8	16	"Ng 14-12 1 然"	"35"	13860	41470	70	35939	35867	28934	3059	29006	14116	72	89	72	153	100	100	48	171	0	0.000	0.000	0.000	0.000	0.000	0.000	928188	189.000	0.000	32	236	100	0	0	0	35867	28934	Error
19	9	16	"Ng 14-12 1 然"	"35"	14100	41450	70	36666	36591	28942	3060	29017	14189	75	77	75	26	100	100	48	33	0	0.000	0.000	0.000	0.000	0.000	0.000	928552	1113.077	0.000	32	236	100	0	0	0	36591	28942	Error
19	1	17	"Ng 11-10 3 然"	"15"	12140	41720	60	430	348	334	3061	416	133	82	88	82	38	100	94	31	43	0	0.000	0.000	0.000	0.000	0.000	0.000	13304	8.632	0.000	32	176	100	0	0	0	348	334	Error
19	2	17	"Ng 11-10 3 然"	"15"	12380	41720	60	455	382	351	3062	424	151	73	78	73	33	100	94	35	42	0	0.000	0.000	0.000	0.000	0.000	0.000	13579	10.485	0.000	32	176	100	0	0	0	382	351	Error
19	3	17	"Ng 11-10 3 然"	"15"	12630	41710	60	367	292	274	3063	349	104	75	86	75	98	94	78	29	113	0	0.000	0.000	0.000	0.000	0.000	0.000	11169	2.684	0.000	32	176	100	0	0	0	292	274	Error
19	4	17	"Ng 11-11 1 然"	"19"	12900	41680	60	422	352	318	3064	388	131	70	71	70	27	97	94	33	38	0	0.000	0.000	0.000	0.000	0.000	0.000	12409	11.741	0.000	32	176	100	0	0	0	352	318	Error
19	5	17	"Ng 11-11 1 然"	"19"	13140	41680	60	401	326	296	3065	371	142	75	71	75	23	94	94	38	32	0	0.000	0.000	0.000	0.000	0.000	0.000	11885	13.043	0.000	32	176	100	0	0	0	326	296	Error
19	6	17	"Ng 11-11 1 然"	"19"	13390	41680	60	392	319	308	3066	381	110	73	79	73	38	100	97	28	48	0	0.000	0.000	0.000	0.000	0.000	0.000	12195	7.947	0.000	32	176	100	0	0	0	319	308	Error
19	7	17	"Ng 13-14"	"23"	13620	41720	60	3103	3042	2821	3067	2882	1062	61	66	61	23	100	100	36	34	0	0.000	0.000	0.000	0.000	0.000	0.000	92218	122.435	0.000	32	176	100	0	0	0	3042	2821	Error
19	8	17	"Ng 13-14"	"23"	13890	41720	30	2375	2305	2328	3068	2398	752	70	581	70	749	100	75	31	128	0	0.000	0.000	0.000	0.000	0.000	0.000	9592	2.426	0.000	4	20	100	0	0	0	2305	2328	Error
19	9	17	"Ng 13-14"	"23"	14110	41700	60	2689	2614	2443	3069	2518	970	75	76	75	22	100	100	38	28	0	0.000	0.000	0.000	0.000	0.000	0.000	80579	111.000	0.000	32	176	100	0	0	0	2614	2443	Error
