ATF	1.0
30	41    
"Type=GenePix Export 3"
"DateTime=2021/12/10 16:43:28"
"Settings=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_Bmarray_Subclasses_F532.gps"
"GalFile=D:\Biblioth鋂ues\Documents\Back-up NEB PhD\C drive\Brugia malayi\Glycan array\GAL files\GAL file Brugia_Onchocerca array Jan 2018.gal"
"PixelSize=10"
"Wavelengths=532"
"ImageFiles=F:\Documents\Work\Brugia glycan array - follow-up study\2021-12-05 to 14 - Repeat incubations\2021-12-10\Raw Data\Slide12_US23502317_1003449802_S01_H_Flipped.tif 1"
"NormalizationMethod=None"
"NormalizationFactors=1"
"JpegImage="
"StdDev=Type 1"
"RatioFormulations=W1/W2 (635/532)"
"FeatureType=Circular"
"Barcode="
"BackgroundSubtraction=LocalFeature"
"ImageOrigin=0, 0"
"JpegOrigin=2630, 1420"
"Creator=GenePix Pro 7.2.22"
"Scanner=G2505B"
"FocusPosition=0"
"Temperature=0"
"LinesAveraged=1"
"Comment="
"PMTGain=0"
"ScanPower=100"
"LaserPower=0"
"Filters="
"ScanRegion=0,0,2160,7100"
"ScanArea=1"
"Supplier="
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Median - B532"	"F532 Mean - B532"	"Index"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 CV"	"B532 CV"	"F532 % Sat."	"Ratio of Medians (635/532)"	"Ratio of Means (635/532)"	"Median of Ratios (635/532)"	"Mean of Ratios (635/532)"	"Ratios SD (635/532)"	"Rgn Ratio (635/532)"	"F532 Total Intensity"	"SNR 532"	"Rgn R2 (635/532)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (635/532)"	"Sum of Means (635/532)"	"Log Ratio (635/532)"
19	1	18	"Ng 9-9 10然"	"3"	12140	41990	60	635	532	535	3070	638	304	103	114	103	70	100	91	47	61	0	0.000	0.000	0.000	0.000	0.000	0.000	20417	7.486	0.000	32	176	100	0	0	0	532	535	Error
19	2	18	"Ng 9-9 10然"	"3"	12370	41990	60	637	538	555	3071	654	299	99	107	99	49	100	97	45	45	0	0.000	0.000	0.000	0.000	0.000	0.000	20925	11.163	0.000	32	176	100	0	0	0	538	555	Error
19	3	18	"Ng 9-9 10然"	"3"	12630	41990	60	655	558	574	3072	671	325	97	97	97	27	100	100	48	27	0	0.000	0.000	0.000	0.000	0.000	0.000	21481	21.259	0.000	32	176	100	0	0	0	558	574	Error
19	4	18	"Ng 10-10 1 然"	"7"	12880	41970	60	499	417	423	3073	505	207	82	84	82	31	100	100	40	36	0	0.000	0.000	0.000	0.000	0.000	0.000	16150	13.581	0.000	32	176	100	0	0	0	417	423	Error
19	5	18	"Ng 10-10 1 然"	"7"	13120	41960	60	488	403	387	3074	472	204	85	87	85	41	94	91	43	47	0	0.000	0.000	0.000	0.000	0.000	0.000	15115	9.390	0.000	32	176	100	0	0	0	403	387	Error
19	6	18	"Ng 10-10 1 然"	"7"	13370	41970	60	471	384	379	3075	466	179	87	86	87	25	100	100	38	29	0	0.000	0.000	0.000	0.000	0.000	0.000	14924	15.200	0.000	32	176	100	0	0	0	384	379	Error
19	7	18	"Ng 10-13 30 然"	"11"	13610	41960	60	400	322	334	3076	412	194	78	82	78	30	100	97	47	36	0	0.000	0.000	0.000	0.000	0.000	0.000	13190	11.000	0.000	32	176	100	0	0	0	322	334	Error
19	8	18	"Ng 10-13 30 然"	"11"	13860	41960	60	368	289	329	3077	408	183	79	88	79	35	100	97	44	39	0	0.000	0.000	0.000	0.000	0.000	0.000	13052	9.143	0.000	32	176	100	0	0	0	289	329	Error
19	9	18	"Ng 10-13 30 然"	"11"	14100	41960	60	435	353	369	3078	451	169	82	89	82	35	100	94	37	39	0	0.000	0.000	0.000	0.000	0.000	0.000	14442	10.343	0.000	32	176	100	0	0	0	353	369	Error
20	1	1	""	""	16590	37780	100	172	10	22	3079	184	49	162	177	162	58	21	9	26	32	0	0.000	0.000	0.000	0.000	0.000	0.000	14753	0.121	0.000	80	560	100	-75	0	0	10	22	Error
20	2	1	""	""	16830	37780	100	170	8	22	3080	184	67	162	175	162	63	13	8	36	36	0	0.000	0.000	0.000	0.000	0.000	0.000	14730	0.143	0.000	80	560	100	-75	0	0	8	22	Error
20	3	1	""	""	17080	37780	100	162	-1	6	3081	169	41	163	180	163	68	9	0	24	37	0	0.000	0.000	0.000	0.000	0.000	0.000	13509	-0.162	0.000	80	560	100	-75	0	0	-1	6	Error
20	4	1	""	""	17320	37780	100	163	0	9	3082	172	46	163	175	163	49	9	6	26	28	0	0.000	0.000	0.000	0.000	0.000	0.000	13784	-0.061	0.000	80	560	100	-75	0	0	0	9	Error
20	5	1	""	""	17570	37780	100	160	0	37	3083	197	170	160	175	160	61	14	9	86	34	0	0.000	0.000	0.000	0.000	0.000	0.000	15726	0.361	0.000	80	560	100	-75	0	0	0	37	Error
20	6	1	""	""	17810	37780	100	165	6	20	3084	179	88	159	184	159	102	5	1	49	55	0	0.000	0.000	0.000	0.000	0.000	0.000	14326	-0.049	0.000	80	560	100	-75	0	0	6	20	Error
20	7	1	""	""	18060	37780	100	176	15	41	3085	202	121	161	180	161	84	13	5	59	46	0	0.000	0.000	0.000	0.000	0.000	0.000	16160	0.262	0.000	80	560	100	-75	0	0	15	41	Error
20	8	1	""	""	18300	37780	100	158	5	76	3086	229	227	153	171	153	83	20	13	99	48	0	0.000	0.000	0.000	0.000	0.000	0.000	18341	0.699	0.000	80	560	100	-75	0	0	5	76	Error
20	9	1	""	""	18550	37780	100	152	0	11	3087	163	42	152	179	152	127	3	0	25	70	0	0.000	0.000	0.000	0.000	0.000	0.000	13062	-0.126	0.000	80	560	100	-75	0	0	0	11	Error
20	1	2	""	""	16590	38030	100	154	-6	28	3088	188	112	160	183	160	78	13	8	59	42	0	0.000	0.000	0.000	0.000	0.000	0.000	15004	0.064	0.000	80	560	100	-75	0	0	-6	28	Error
20	2	2	""	""	16830	38030	100	157	-2	25	3089	184	82	159	182	159	85	11	8	44	46	0	0.000	0.000	0.000	0.000	0.000	0.000	14703	0.024	0.000	80	560	100	-75	0	0	-2	25	Error
20	3	2	""	""	17080	38030	100	164	9	57	3090	212	192	155	179	155	93	15	11	90	51	0	0.000	0.000	0.000	0.000	0.000	0.000	16955	0.355	0.000	80	560	100	-75	0	0	9	57	Error
20	4	2	""	""	17320	38030	100	160	7	32	3091	185	67	153	166	153	56	26	11	36	33	0	0.000	0.000	0.000	0.000	0.000	0.000	14767	0.339	0.000	80	560	100	-75	0	0	7	32	Error
20	5	2	""	""	17570	38030	100	150	10	35	3092	175	153	140	138	140	69	15	6	87	50	0	0.000	0.000	0.000	0.000	0.000	0.000	14020	0.536	0.000	80	560	100	-75	0	0	10	35	Error
20	6	2	""	""	17810	38030	100	149	4	13	3093	158	45	145	157	145	88	4	3	28	56	0	0.000	0.000	0.000	0.000	0.000	0.000	12677	0.011	0.000	80	560	100	-75	0	0	4	13	Error
20	7	2	""	""	18060	38030	100	165	14	39	3094	190	97	151	168	151	65	23	8	51	38	0	0.000	0.000	0.000	0.000	0.000	0.000	15228	0.338	0.000	80	560	100	-75	0	0	14	39	Error
20	8	2	""	""	18300	38030	100	149	-4	8	3095	161	52	153	173	153	80	8	3	32	46	0	0.000	0.000	0.000	0.000	0.000	0.000	12868	-0.150	0.000	80	560	100	-75	0	0	-4	8	Error
20	9	2	""	""	18550	38030	100	156	4	9	3096	161	37	152	170	152	66	8	1	22	38	0	0.000	0.000	0.000	0.000	0.000	0.000	12899	-0.136	0.000	80	560	100	-75	0	0	4	9	Error
20	1	3	""	""	16590	38270	100	168	6	12	3097	174	49	162	189	162	112	3	1	28	59	0	0.000	0.000	0.000	0.000	0.000	0.000	13939	-0.134	0.000	80	560	100	-75	0	0	6	12	Error
20	2	3	""	""	16830	38270	100	147	-10	51	3098	208	477	157	184	157	145	3	1	229	78	0	0.000	0.000	0.000	0.000	0.000	0.000	16642	0.166	0.000	80	560	100	-75	0	0	-10	51	Error
20	3	3	""	""	17080	38270	100	153	-1	21	3099	175	100	154	172	154	81	8	4	57	47	0	0.000	0.000	0.000	0.000	0.000	0.000	13998	0.037	0.000	80	560	100	-75	0	0	-1	21	Error
20	4	3	""	""	17320	38270	100	167	14	47	3100	200	108	153	167	153	73	18	9	54	43	0	0.000	0.000	0.000	0.000	0.000	0.000	16013	0.452	0.000	80	560	100	-75	0	0	14	47	Error
20	5	3	""	""	17570	38270	100	147	7	18	3101	158	44	140	156	140	130	4	0	27	83	0	0.000	0.000	0.000	0.000	0.000	0.000	12674	0.015	0.000	80	560	100	-75	0	0	7	18	Error
20	6	3	""	""	17810	38270	100	153	3	19	3102	169	56	150	169	150	85	11	4	33	50	0	0.000	0.000	0.000	0.000	0.000	0.000	13504	0.000	0.000	80	560	100	-75	0	0	3	19	Error
20	7	3	""	""	18060	38270	100	151	2	16	3103	165	53	149	164	149	77	9	4	32	46	0	0.000	0.000	0.000	0.000	0.000	0.000	13162	0.013	0.000	80	560	100	-75	0	0	2	16	Error
20	8	3	""	""	18300	38270	100	140	-5	9	3104	154	48	145	163	145	78	9	3	31	47	0	0.000	0.000	0.000	0.000	0.000	0.000	12344	-0.115	0.000	80	560	100	-75	0	0	-5	9	Error
20	9	3	""	""	18550	38270	100	140	-7	1	3105	148	41	147	169	147	83	5	1	27	49	0	0.000	0.000	0.000	0.000	0.000	0.000	11804	-0.253	0.000	80	560	100	-75	0	0	-7	1	Error
20	1	4	""	""	16590	38520	100	163	6	34	3106	191	111	157	176	157	73	14	4	58	41	0	0.000	0.000	0.000	0.000	0.000	0.000	15263	0.205	0.000	80	535	100	-75	0	0	6	34	Error
20	2	4	""	""	16830	38520	100	154	-6	3	3107	163	48	160	182	160	94	5	1	29	51	0	0.000	0.000	0.000	0.000	0.000	0.000	13036	-0.202	0.000	80	560	100	-75	0	0	-6	3	Error
20	3	4	""	""	17080	38520	100	154	1	33	3108	186	147	153	173	153	75	10	4	79	43	0	0.000	0.000	0.000	0.000	0.000	0.000	14842	0.173	0.000	80	560	100	-75	0	0	1	33	Error
20	4	4	""	""	17320	38520	100	153	1	43	3109	195	197	152	180	152	109	8	6	101	60	0	0.000	0.000	0.000	0.000	0.000	0.000	15576	0.138	0.000	80	560	100	-75	0	0	1	43	Error
20	5	4	""	""	17570	38520	100	148	-5	20	3110	173	121	153	172	153	70	9	4	69	40	0	0.000	0.000	0.000	0.000	0.000	0.000	13841	0.014	0.000	80	560	100	-75	0	0	-5	20	Error
20	6	4	""	""	17810	38520	100	152	-1	17	3111	170	67	153	170	153	68	14	5	39	40	0	0.000	0.000	0.000	0.000	0.000	0.000	13599	0.000	0.000	80	560	100	-75	0	0	-1	17	Error
20	7	4	""	""	18060	38520	100	119	-25	-26	3112	118	55	144	160	144	99	4	0	46	61	0	0.000	0.000	0.000	0.000	0.000	0.000	9405	-0.424	0.000	80	560	100	-75	0	0	-25	-26	Error
20	8	4	""	""	18300	38520	100	148	0	6	3113	154	39	148	171	148	93	4	0	25	54	0	0.000	0.000	0.000	0.000	0.000	0.000	12325	-0.183	0.000	80	560	100	-75	0	0	0	6	Error
20	9	4	""	""	18550	38520	100	153	5	27	3114	175	87	148	166	148	90	9	5	49	54	0	0.000	0.000	0.000	0.000	0.000	0.000	14007	0.100	0.000	80	560	100	-75	0	0	5	27	Error
20	1	5	"Blank 11"	"160"	16540	38690	80	154	-1	15	3115	170	51	155	173	155	78	13	2	30	45	0	0.000	0.000	0.000	0.000	0.000	0.000	8832	-0.038	0.000	52	333	100	-50	0	0	-1	15	Error
20	2	5	"Blank 11"	"160"	16760	38770	50	148	-15	111	3116	274	302	163	197	163	130	17	17	110	65	0	0.000	0.000	0.000	0.000	0.000	0.000	3291	0.592	0.000	12	104	100	-50	0	0	-15	111	Error
20	3	5	"Blank 11"	"160"	16980	38740	40	224	74	188	3117	338	240	150	172	150	102	42	33	71	59	0	0.000	0.000	0.000	0.000	0.000	0.000	4056	1.627	0.000	12	68	100	-50	0	0	74	188	Error
20	4	5	""	""	17320	38760	100	149	-2	7	3118	158	44	151	169	151	73	5	3	27	43	0	0.000	0.000	0.000	0.000	0.000	0.000	12661	-0.151	0.000	80	560	100	-75	0	0	-2	7	Error
20	5	5	""	""	17570	38760	100	158	6	20	3119	172	48	152	176	152	90	10	0	27	51	0	0.000	0.000	0.000	0.000	0.000	0.000	13737	-0.044	0.000	80	560	100	-75	0	0	6	20	Error
20	6	5	""	""	17810	38760	100	147	-4	10	3120	161	63	151	167	151	69	8	4	39	41	0	0.000	0.000	0.000	0.000	0.000	0.000	12859	-0.087	0.000	80	560	100	-75	0	0	-4	10	Error
20	7	5	""	""	18060	38760	100	147	2	28	3121	173	112	145	159	145	62	14	6	64	38	0	0.000	0.000	0.000	0.000	0.000	0.000	13837	0.226	0.000	80	560	100	-75	0	0	2	28	Error
20	8	5	""	""	18300	38760	100	147	0	16	3122	163	59	147	167	147	108	9	3	36	64	0	0.000	0.000	0.000	0.000	0.000	0.000	13018	-0.037	0.000	80	560	100	-75	0	0	0	16	Error
20	9	5	""	""	18550	38760	100	146	2	45	3123	189	182	144	162	144	65	14	8	96	40	0	0.000	0.000	0.000	0.000	0.000	0.000	15149	0.415	0.000	80	560	100	-75	0	0	2	45	Error
20	1	6	"Lg fr. 29 0.3然"	"112"	16570	38950	70	161	7	23	3124	177	62	154	195	154	214	0	0	35	109	0	0.000	0.000	0.000	0.000	0.000	0.000	5660	-0.084	0.000	32	236	100	-50	0	0	7	23	Error
20	2	6	"Lg fr. 29 0.3然"	"112"	16730	38980	50	173	15	67	3125	225	117	158	184	158	101	17	17	52	54	0	0.000	0.000	0.000	0.000	0.000	0.000	2703	0.406	0.000	12	104	100	-50	0	0	15	67	Error
20	3	6	"Lg fr. 29 0.3然"	"112"	17030	38980	40	200	56	63	3126	207	22	144	153	144	35	100	42	10	22	0	0.000	0.000	0.000	0.000	0.000	0.000	2480	1.543	0.000	12	68	100	-50	0	0	56	63	Error
20	4	6	"Lg fr. 33 0.4然"	"128"	17230	39000	100	146	-8	14	3127	168	72	154	191	154	334	0	0	42	174	0	0.000	0.000	0.000	0.000	0.000	0.000	13419	-0.069	0.000	80	560	100	-50	0	0	-8	14	Error
20	5	6	"Lg fr. 33 0.4然"	"128"	17440	39020	40	216	72	98	3128	242	88	144	148	144	32	75	50	36	21	0	0.000	0.000	0.000	0.000	0.000	0.000	2899	2.938	0.000	12	68	100	-50	0	0	72	98	Error
20	6	6	"Lg fr. 33 0.4然"	"128"	17700	39030	100	152	5	16	3129	163	44	147	161	147	55	14	5	26	34	0	0.000	0.000	0.000	0.000	0.000	0.000	13003	0.036	0.000	80	560	100	-50	0	0	5	16	Error
20	7	6	"Blank 7"	"144"	17960	39050	50	181	41	111	3130	251	227	140	209	140	390	8	8	90	186	0	0.000	0.000	0.000	0.000	0.000	0.000	3013	0.108	0.000	12	104	100	-50	0	0	41	111	Error
20	8	6	"Blank 7"	"144"	18170	39080	100	156	10	16	3131	162	52	146	162	146	80	6	1	32	49	0	0.000	0.000	0.000	0.000	0.000	0.000	12991	0.000	0.000	80	560	100	-50	0	0	10	16	Error
20	9	6	"Blank 7"	"144"	18380	39120	70	171	20	17	3132	168	42	151	173	151	77	9	0	25	44	0	0.000	0.000	0.000	0.000	0.000	0.000	5374	-0.065	0.000	32	236	100	-50	0	0	20	17	Error
20	1	7	"Lg fr. 15 0.2然"	"127"	16530	39250	120	154	1	34	3133	187	92	153	169	153	88	17	5	49	52	0	0.000	0.000	0.000	0.000	0.000	0.000	22456	0.205	0.000	120	772	100	-50	0	0	1	34	Error
20	2	7	"Lg fr. 15 0.2然"	"127"	16810	39270	90	163	4	35	3134	194	87	159	183	159	94	12	4	44	51	0	0.000	0.000	0.000	0.000	0.000	0.000	10098	0.117	0.000	52	420	100	-50	0	0	4	35	Error
20	3	7	"Lg fr. 15 0.2然"	"127"	17020	39220	40	183	30	70	3135	223	103	153	190	153	127	25	17	46	66	0	0.000	0.000	0.000	0.000	0.000	0.000	2674	0.260	0.000	12	68	100	-50	0	0	30	70	Error
20	4	7	"Lg fr. 20 0.5然"	"143"	17240	39280	100	154	4	49	3136	199	144	150	184	150	185	9	4	72	100	0	0.000	0.000	0.000	0.000	0.000	0.000	15894	0.081	0.000	80	560	100	-50	0	0	4	49	Error
20	5	7	"Lg fr. 20 0.5然"	"143"	17460	39370	80	183	37	309	3137	455	1213	146	163	146	81	38	17	266	49	0	0.000	0.000	0.000	0.000	0.000	0.000	23670	3.605	0.000	52	329	100	-50	0	0	37	309	Error
20	6	7	"Lg fr. 20 0.5然"	"143"	17720	39330	90	164	10	30	3138	184	75	154	178	154	116	12	2	40	65	0	0.000	0.000	0.000	0.000	0.000	0.000	9578	0.052	0.000	52	420	100	0	0	0	10	30	Error
20	7	7	"Lg fr. 25"	"159"	17950	39340	50	199	54	106	3139	251	135	145	181	145	130	42	17	53	71	0	0.000	0.000	0.000	0.000	0.000	0.000	3009	0.538	0.000	12	104	100	-50	0	0	54	106	Error
20	8	7	"Lg fr. 25"	"159"	18160	39330	40	185	43	63	3140	205	78	142	159	142	49	42	25	38	30	0	0.000	0.000	0.000	0.000	0.000	0.000	2454	0.939	0.000	12	68	100	-50	0	0	43	63	Error
20	9	7	"Lg fr. 25"	"159"	18440	39390	80	152	6	56	3141	202	174	146	158	146	48	27	19	86	30	0	0.000	0.000	0.000	0.000	0.000	0.000	10519	0.917	0.000	52	326	100	-50	0	0	6	56	Error
20	1	8	"Ng fr.32 0.9然"	"142"	16470	39410	70	204	47	87	3142	244	122	157	169	157	46	50	28	50	27	0	0.000	0.000	0.000	0.000	0.000	0.000	7792	1.630	0.000	32	232	100	-50	0	0	47	87	Error
20	2	8	"Ng fr.32 0.9然"	"142"	16730	39460	100	154	2	6	3143	158	34	152	195	152	438	0	0	21	224	0	0.000	0.000	0.000	0.000	0.000	0.000	12619	-0.084	0.000	80	558	100	-50	0	0	2	6	Error
20	3	8	"Ng fr.32 0.9然"	"142"	16990	39510	70	154	2	35	3144	187	74	152	191	152	187	3	0	39	97	0	0.000	0.000	0.000	0.000	0.000	0.000	5984	-0.021	0.000	32	236	100	-50	0	0	2	35	Error
20	4	8	"Ng fr.36 2.4然"	"158"	17250	39530	70	148	6	71	3145	213	167	142	156	142	65	25	16	78	41	0	0.000	0.000	0.000	0.000	0.000	0.000	6812	0.877	0.000	32	236	100	-50	0	0	6	71	Error
20	5	8	"Ng fr.36 2.4然"	"158"	17470	39520	70	174	29	70	3146	215	110	145	159	145	53	28	25	51	33	0	0.000	0.000	0.000	0.000	0.000	0.000	6891	1.057	0.000	32	231	100	-50	0	0	29	70	Error
20	6	8	"Ng fr.36 2.4然"	"158"	17710	39530	100	137	-9	18	3147	164	101	146	166	146	88	5	5	61	53	0	0.000	0.000	0.000	0.000	0.000	0.000	13095	-0.023	0.000	80	554	100	-50	0	0	-9	18	Error
20	7	8	"Ng fr.40 0.5然"	"111"	17960	39550	50	197	50	53	3148	200	76	147	156	147	51	50	17	38	32	0	0.000	0.000	0.000	0.000	0.000	0.000	2400	0.863	0.000	12	104	100	-50	0	0	50	53	Error
20	8	8	"Ng fr.40 0.5然"	"111"	18160	39540	50	223	80	94	3149	237	91	143	182	143	188	25	0	38	103	0	0.000	0.000	0.000	0.000	0.000	0.000	2846	0.293	0.000	12	104	100	-50	0	0	80	94	Error
20	9	8	"Ng fr.40 0.5然"	"111"	18390	39550	100	147	2	21	3150	166	75	145	159	145	70	11	6	45	44	0	0.000	0.000	0.000	0.000	0.000	0.000	13263	0.100	0.000	80	525	100	-50	0	0	2	21	Error
20	1	9	"Ng fr.20 0.7然"	"157"	16450	39750	90	149	-6	20	3151	175	62	155	188	155	198	4	0	35	105	0	0.000	0.000	0.000	0.000	0.000	0.000	9077	-0.066	0.000	52	420	100	-50	0	0	-6	20	Error
20	2	9	"Ng fr.20 0.7然"	"157"	16690	39830	60	139	-8	1	3152	148	38	147	168	147	98	0	0	25	58	0	0.000	0.000	0.000	0.000	0.000	0.000	4723	-0.204	0.000	32	175	100	-50	0	0	-8	1	Error
20	3	9	"Ng fr.20 0.7然"	"157"	16920	39800	100	131	-13	-8	3153	136	30	144	162	144	84	1	1	22	51	0	0.000	0.000	0.000	0.000	0.000	0.000	10879	-0.310	0.000	80	545	100	-50	0	0	-13	-8	Error
20	4	9	"Ng fr.24 0.4然"	"110"	17160	39810	100	151	7	24	3154	168	88	144	244	144	1182	0	0	52	484	0	0.000	0.000	0.000	0.000	0.000	0.000	13435	-0.064	0.000	80	550	100	-50	0	0	7	24	Error
20	5	9	"Ng fr.24 0.4然"	"110"	17460	39850	110	144	-1	26	3155	171	84	145	165	145	84	13	5	49	50	0	0.000	0.000	0.000	0.000	0.000	0.000	13669	0.071	0.000	80	543	100	-50	0	0	-1	26	Error
20	6	9	"Ng fr.24 0.4然"	"110"	17630	39850	50	243	93	189	3156	339	215	150	157	150	49	67	42	63	31	0	0.000	0.000	0.000	0.000	0.000	0.000	4064	3.714	0.000	12	104	100	-50	0	0	93	189	Error
20	7	9	"Ng fr.28 6.5然"	"126"	17880	39850	40	132	-2	8	3157	142	35	134	150	134	57	8	0	24	38	0	0.000	0.000	0.000	0.000	0.000	0.000	1704	-0.140	0.000	12	68	100	-50	0	0	-2	8	Error
20	8	9	"Ng fr.28 6.5然"	"126"	18090	39850	40	198	66	68	3158	200	100	132	138	132	40	58	25	50	28	0	0.000	0.000	0.000	0.000	0.000	0.000	2402	1.550	0.000	12	68	100	-50	0	0	66	68	Error
20	9	9	"Ng fr.28 6.5然"	"126"	18310	39810	50	185	41	73	3159	217	103	144	152	144	40	50	42	47	26	0	0.000	0.000	0.000	0.000	0.000	0.000	2609	1.625	0.000	12	104	100	-50	0	0	41	73	Error
20	1	10	"Ng fr.12 10然"	"109"	16520	39960	100	164	17	28	3160	175	64	147	171	147	170	4	1	36	99	0	0.000	0.000	0.000	0.000	0.000	0.000	14017	0.024	0.000	80	560	100	-50	0	0	17	28	Error
20	2	10	"Ng fr.12 10然"	"109"	16760	39970	100	142	11	28	3161	159	59	131	142	131	58	16	5	37	40	0	0.000	0.000	0.000	0.000	0.000	0.000	12712	0.293	0.000	80	528	100	-50	0	0	11	28	Error
20	3	10	"Ng fr.12 10然"	"109"	16990	39960	70	163	29	57	3162	191	93	134	155	134	84	19	9	48	54	0	0.000	0.000	0.000	0.000	0.000	0.000	6106	0.429	0.000	32	236	100	-50	0	0	29	57	Error
20	4	10	"Ng fr.13 5然"	"125"	17170	39980	50	191	51	49	3163	189	48	140	150	140	77	25	0	25	51	0	0.000	0.000	0.000	0.000	0.000	0.000	2267	0.506	0.000	12	104	100	-50	0	0	51	49	Error
20	5	10	"Ng fr.13 5然"	"125"	17500	39970	80	153	13	42	3164	182	188	140	156	140	98	6	2	103	62	0	0.000	0.000	0.000	0.000	0.000	0.000	9486	0.265	0.000	52	281	100	-50	0	0	13	42	Error
20	6	10	"Ng fr.13 5然"	"125"	17800	39940	60	141	10	50	3165	181	107	131	148	131	78	22	13	59	52	0	0.000	0.000	0.000	0.000	0.000	0.000	5777	0.423	0.000	32	173	100	-50	0	0	10	50	Error
20	7	10	"Ng fr.16 6.5然"	"141"	18080	40010	40	187	60	51	3166	178	53	127	129	127	28	58	50	29	21	0	0.000	0.000	0.000	0.000	0.000	0.000	2134	1.750	0.000	12	68	100	-50	0	0	60	51	Error
20	8	10	"Ng fr.16 6.5然"	"141"	18270	40030	40	136	1	27	3167	162	53	135	162	135	130	8	0	32	80	0	0.000	0.000	0.000	0.000	0.000	0.000	1948	0.000	0.000	12	68	100	-50	0	0	1	27	Error
20	9	10	"Ng fr.16 6.5然"	"141"	18500	40030	100	136	7	23	3168	152	68	129	142	129	79	10	4	44	55	0	0.000	0.000	0.000	0.000	0.000	0.000	12197	0.127	0.000	80	560	100	-50	0	0	7	23	Error
20	1	11	"Lg 26-10"	"88"	16600	40250	30	2104	2009	2072	3169	2167	898	95	533	95	678	100	75	41	127	0	0.000	0.000	0.000	0.000	0.000	0.000	8669	2.410	0.000	4	20	100	0	0	0	2009	2072	Error
20	2	11	"Lg 26-10"	"88"	16850	40250	30	1236	1155	1180	3170	1261	113	81	514	81	696	100	0	8	135	0	0.000	0.000	0.000	0.000	0.000	0.000	5043	1.073	0.000	4	20	100	0	0	0	1155	1180	Error
20	3	11	"Lg 26-10"	"88"	17090	40250	30	5730	5661	6164	3171	6233	4478	69	830	69	1392	100	50	71	167	0	0.000	0.000	0.000	0.000	0.000	0.000	24930	3.881	0.000	4	20	100	0	0	0	5661	6164	Error
20	4	11	"Print buffer"	"92"	17340	40230	60	267	188	171	3172	250	83	79	79	79	29	94	94	33	36	0	0.000	0.000	0.000	0.000	0.000	0.000	8002	5.897	0.000	32	176	100	0	0	0	188	171	Error
20	5	11	"Print buffer"	"92"	17580	40230	60	255	176	169	3173	248	72	79	79	79	26	97	94	29	32	0	0.000	0.000	0.000	0.000	0.000	0.000	7948	6.500	0.000	32	176	100	0	0	0	176	169	Error
20	6	11	"Print buffer"	"92"	17840	40230	60	231	150	134	3174	215	80	81	91	81	64	78	59	37	70	0	0.000	0.000	0.000	0.000	0.000	0.000	6865	1.938	0.000	32	176	100	0	0	0	150	134	Error
20	7	11	"Print buffer"	"96"	18110	40260	50	249	187	195	3175	257	41	62	70	62	32	100	100	15	45	0	0.000	0.000	0.000	0.000	0.000	0.000	3086	5.844	0.000	12	104	100	0	0	0	187	195	Error
20	8	11	"Print buffer"	"96"	18370	40250	50	284	198	213	3176	299	60	86	101	86	69	100	92	20	68	0	0.000	0.000	0.000	0.000	0.000	0.000	3589	2.870	0.000	12	104	100	0	0	0	198	213	Error
20	9	11	"Print buffer"	"96"	18600	40250	50	304	229	230	3177	305	56	75	82	75	34	100	100	18	41	0	0.000	0.000	0.000	0.000	0.000	0.000	3662	6.559	0.000	12	104	100	0	0	0	229	230	Error
20	1	12	"Lg 19-8 3 然"	"76"	16610	40470	60	52176	52072	47409	3178	47513	18008	104	156	104	136	100	100	37	87	0	0.000	0.000	0.000	0.000	0.000	0.000	1520400	348.213	0.000	32	176	100	0	0	0	52072	47409	Error
20	2	12	"Lg 19-8 3 然"	"76"	16860	40430	30	8295	7990	15446	3179	15751	20087	305	3398	305	8931	50	25	127	262	0	0.000	0.000	0.000	0.000	0.000	0.000	63002	1.383	0.000	4	20	100	0	0	0	7990	15446	Error
20	3	12	"Lg 19-8 3 然"	"76"	17120	40450	60	7397	7328	7344	3180	7413	4445	69	70	69	22	100	100	59	31	0	0.000	0.000	0.000	0.000	0.000	0.000	237210	333.773	0.000	32	176	100	0	0	0	7328	7344	Error
20	4	12	"Lg 20-10"	"80"	17360	40470	60	7331	7270	11070	3181	11131	9440	61	66	61	24	100	100	84	36	0	0.000	0.000	0.000	0.000	0.000	0.000	356197	461.042	0.000	32	176	100	0	0	0	7270	11070	Error
20	5	12	"Lg 20-10"	"80"	17600	40480	60	10035	9973	13179	3182	13241	8914	62	64	62	23	100	100	67	35	0	0.000	0.000	0.000	0.000	0.000	0.000	423697	572.913	0.000	32	176	100	0	0	0	9973	13179	Error
20	6	12	"Lg 20-10"	"80"	17860	40490	70	25517	25447	24470	3183	24540	6621	70	73	70	26	100	100	26	35	0	0.000	0.000	0.000	0.000	0.000	0.000	785293	941.038	0.000	32	236	100	0	0	0	25447	24470	Error
